ensembl_id,TH-A-Control,TH-A-Mutant,TH-B-Control,TH-B-Mutant,TH-C-Control,TH-C-Mutant,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000037362,103.6038695,30.53906339,59.93681907,18.67573399,192.1003306,20.43720282,Nov,protein_coding,70.88216988,-2.33518703,0.374322183,-6.238441465,4.42E-10,2.87E-07
ENSMUSG00000074305,697.8600264,1085.445567,737.4045013,939.2795626,641.457829,1149.592659,Peak1,protein_coding,875.1733575,0.611517364,0.097982569,6.241083186,4.35E-10,2.87E-07
ENSMUSG00000051323,2225.528404,2936.985353,2139.562814,2984.821721,2027.725712,2687.492171,Pcdh19,protein_coding,2500.352696,0.429000265,0.069056517,6.212306749,5.22E-10,3.26E-07
ENSMUSG00000019966,506.2906074,109.0680835,548.5127079,76.90008115,1227.869364,125.6887974,Kitl,protein_coding,432.3882736,-2.871465734,0.468168411,-6.133403425,8.60E-10,5.02E-07
ENSMUSG00000037578,52.77932973,7.852902013,57.2124182,7.690008115,52.79950606,10.21860141,Pkd2l1,protein_coding,31.42546092,-2.662398034,0.434165097,-6.132224941,8.67E-10,5.02E-07
ENSMUSG00000023064,384.116233,147.4600489,344.1826428,131.8287105,386.4474486,240.1371332,Sncg,protein_coding,272.3620362,-1.101622649,0.180925251,-6.088827516,1.14E-09,6.36E-07
ENSMUSG00000037942,48.86974975,13.08817002,76.28322427,20.87287917,98.85864965,8.174881129,Crp,protein_coding,44.35792567,-2.418012858,0.400914618,-6.031241439,1.63E-09,8.79E-07
ENSMUSG00000022053,642.1485117,458.0859508,786.4437169,488.8648016,734.6995099,451.6621824,Ebf2,protein_coding,593.6507789,-0.630304254,0.106578552,-5.913987807,3.34E-09,1.75E-06
ENSMUSG00000050558,67.44025465,144.8424149,45.40668111,128.5329928,60.66326228,174.7380841,Prokr2,protein_coding,103.6039483,1.373613297,0.232993204,5.895508005,3.74E-09,1.84E-06
ENSMUSG00000021835,0.977394995,27.04888471,1.816267245,56.02720198,1.123393746,36.78696508,Bmp4,protein_coding,20.63001796,4.909390781,0.847485204,5.792892616,6.92E-09,3.30E-06
ENSMUSG00000004151,153.4510142,52.35268009,106.2516338,43.94290351,112.3393746,36.78696508,Etv1,protein_coding,84.18742855,-1.477886378,0.258949834,-5.707230446,1.15E-08,5.32E-06
ENSMUSG00000017724,1.95478999,30.53906339,9.081336223,51.63291163,4.493574984,56.20230776,Etv4,protein_coding,25.650664,3.128470734,0.550052307,5.687587693,1.29E-08,5.80E-06
ENSMUSG00000028370,259.0096737,144.8424149,292.4190264,125.237275,351.6222425,187.0004058,Pappa,protein_coding,226.6885064,-0.979558032,0.17476127,-5.605120821,2.08E-08,9.12E-06
ENSMUSG00000060961,108.4908444,40.13705473,95.35403034,50.53433904,159.5219119,20.43720282,Slc4a4,protein_coding,79.07923055,-1.707622007,0.30537178,-5.591944379,2.25E-08,9.58E-06
ENSMUSG00000008999,96.7621045,41.88214407,86.27269412,25.26716952,184.2365743,39.85254551,Bmp7,protein_coding,79.04553868,-1.765378728,0.316199606,-5.583114896,2.36E-08,9.82E-06
ENSMUSG00000041046,26.38966486,64.56830544,29.96840953,99.97010549,34.82520613,173.716224,Ramp3,protein_coding,71.57298591,1.891490656,0.339071886,5.578435534,2.43E-08,9.84E-06
ENSMUSG00000038418,1115.207689,794.8881927,1026.190993,734.9450613,1437.943995,807.2695115,Egr1,protein_coding,986.0742405,-0.612636576,0.111056403,-5.516445319,3.46E-08,1.37E-05
ENSMUSG00000023067,109.4682394,260.0183111,83.54829325,194.447348,156.1517307,344.3668676,Cdkn1a,protein_coding,191.333465,1.202219797,0.225146635,5.339719133,9.31E-08,3.59E-05
ENSMUSG00000024565,182.7728641,119.5386195,284.2458238,103.2658233,211.1980243,108.317175,Sall3,protein_coding,168.223055,-1.034156742,0.194458367,-5.318139602,1.05E-07,3.86E-05
ENSMUSG00000050069,204.275554,124.7738875,249.7367461,137.3215735,247.1466241,108.317175,Grem2,protein_coding,178.59526,-0.921353944,0.173216583,-5.319086249,1.04E-07,3.86E-05
ENSMUSG00000003949,512.1549774,180.6167463,465.8725482,215.3202272,314.5502489,281.0115388,Hlf,protein_coding,328.2543811,-0.937731167,0.179825822,-5.214663586,1.84E-07,6.64E-05
ENSMUSG00000000031,170.0667291,65.44085011,192.5243279,53.8300568,105.5990121,73.57393016,H19,lincRNA,110.1724844,-1.282284104,0.246824836,-5.195117826,2.05E-07,7.21E-05
ENSMUSG00000030616,51.80193473,26.17634004,79.91575876,19.77430658,101.1054371,21.45906296,Sytl2,protein_coding,50.0388067,-1.777365922,0.345473382,-5.144726085,2.68E-07,9.06E-05
ENSMUSG00000036198,181.7954691,58.46049277,136.2200433,76.90008115,274.108074,103.2078743,Arhgap36,protein_coding,138.4486724,-1.311647626,0.254955444,-5.144615095,2.68E-07,9.06E-05
ENSMUSG00000046182,339.1560633,148.3325936,331.4687721,164.7858882,230.2957179,180.869245,Gsg1l,protein_coding,232.4847133,-0.872210908,0.171152329,-5.09610891,3.47E-07,0.000114738
ENSMUSG00000059857,556.1377522,414.4587174,599.3681907,319.6846231,698.75091,438.3780006,Ntng1,protein_coding,504.4630323,-0.65758981,0.129467632,-5.079183114,3.79E-07,0.000122937
ENSMUSG00000027684,1061.450965,629.9772504,1117.004355,738.240779,1195.290946,907.4118054,Mecom,protein_coding,941.5626834,-0.569235888,0.112472497,-5.061111863,4.17E-07,0.000132532
ENSMUSG00000062151,370.4327031,501.7131842,353.2639791,553.6805843,262.8741366,500.7114692,Unc13c,protein_coding,423.7793427,0.652854816,0.131309375,4.97188275,6.63E-07,0.000206772
ENSMUSG00000043410,333.2916933,160.5482189,272.4400867,162.588743,266.2443178,188.022266,Hfm1,protein_coding,230.5225543,-0.772116566,0.155836466,-4.954659099,7.25E-07,0.000221692
ENSMUSG00000066800,869.8815455,1302.70919,1082.495278,1280.935637,830.1879783,1294.696799,Rnasel,protein_coding,1110.151071,0.477114269,0.096771943,4.930295454,8.21E-07,0.000246559
ENSMUSG00000032452,2079.896549,1473.727945,1937.049016,1402.877195,2168.14993,1750.446422,Clstn2,protein_coding,1802.024509,-0.418180799,0.086396752,-4.840237525,1.30E-06,0.000382356
ENSMUSG00000021647,75.25941461,27.92142938,56.30428458,23.07002434,88.74810594,22.48092311,Cartpt,protein_coding,48.96403033,-1.57392263,0.327988151,-4.798717958,1.60E-06,0.000454288
ENSMUSG00000035168,120.2195844,46.24486741,106.2516338,28.56288728,69.65041225,34.7432448,Tanc1,protein_coding,67.61210499,-1.428456045,0.297605995,-4.79982282,1.59E-06,0.000454288
ENSMUSG00000030772,99.69428949,54.97031409,165.2803193,54.92862939,132.560462,66.42090918,Dkk3,protein_coding,95.64248724,-1.175388725,0.246315394,-4.771884964,1.83E-06,0.000507078
ENSMUSG00000034751,1978.24747,1749.45206,2038.759982,1347.948565,2049.070193,1239.516351,Mast4,protein_coding,1733.832437,-0.482413478,0.101141117,-4.769706839,1.84E-06,0.000507078
ENSMUSG00000022894,131.9483243,257.4006771,145.3013796,253.7702678,84.25453095,191.0878464,Adamts5,protein_coding,177.2938377,0.951370854,0.20156985,4.719807325,2.36E-06,0.000638013
ENSMUSG00000042195,230.6652188,88.99955615,183.4429917,88.98437962,185.3599681,132.8418184,Slc35f2,protein_coding,151.7156555,-0.949648557,0.201461033,-4.713807639,2.43E-06,0.000646328
ENSMUSG00000048015,152.4736192,105.5779048,231.5740737,136.2230009,338.1415176,87.87997214,Neurod4,protein_coding,175.3116814,-1.130558011,0.240648138,-4.697971153,2.63E-06,0.000687241
ENSMUSG00000020961,253.1453037,129.1366109,210.6870004,123.0401298,260.6273491,161.4539023,Ston2,protein_coding,189.681716,-0.806785437,0.171965539,-4.691552983,2.71E-06,0.000697903
ENSMUSG00000039239,522.9063223,380.4294753,557.5940441,298.8117439,510.0207607,391.3724341,Tgfb2,protein_coding,443.5224634,-0.569203383,0.122239581,-4.656457263,3.22E-06,0.0008151
ENSMUSG00000020846,148.5640392,80.27410947,154.3827158,63.71721009,139.3008245,81.74881129,Fam101b,protein_coding,111.3312851,-0.967513106,0.208163735,-4.647846583,3.35E-06,0.000827811
ENSMUSG00000049252,450.5790927,666.6241265,473.1376172,551.4834391,353.86903,713.2583785,Lrp1b,protein_coding,534.8252807,0.594297136,0.127890474,4.646922607,3.37E-06,0.000827811
ENSMUSG00000053626,44.96016977,24.43125071,57.2124182,18.67573399,137.054037,22.48092311,Tll1,protein_coding,50.80242213,-1.854592929,0.401525416,-4.61886808,3.86E-06,0.000933846
ENSMUSG00000000078,2271.465968,1954.500057,2145.011616,1587.437389,2363.620442,1646.216687,Klf6,protein_coding,1994.708693,-0.3842313,0.083388016,-4.607752053,4.07E-06,0.000970684
ENSMUSG00000045591,51.80193473,17.45089336,66.29375443,15.38001623,48.30593108,18.39348254,Olig3,protein_coding,36.27100206,-1.700787248,0.371897451,-4.573269436,4.80E-06,0.001128474
ENSMUSG00000052397,275.6253886,130.8817002,354.1721127,183.4616222,278.601649,207.4376087,Ezr,protein_coding,238.3633469,-0.806556734,0.176501065,-4.569698976,4.88E-06,0.001131472
ENSMUSG00000052684,1693.825526,1288.748475,1541.102757,1299.611371,2159.16278,1320.243302,Jun,protein_coding,1550.449035,-0.463368459,0.101549524,-4.562980108,5.04E-06,0.001151852
ENSMUSG00000022114,355.7717782,236.4596051,339.6419747,226.3059531,365.1029675,243.2027136,Spry2,protein_coding,294.4141654,-0.585624826,0.129284427,-4.529739894,5.91E-06,0.001300248
ENSMUSG00000041124,1034.083905,865.5643108,1186.022511,845.9008926,1340.208739,911.4992459,Msantd4,protein_coding,1030.546601,-0.439591389,0.097040827,-4.529963361,5.90E-06,0.001300248
ENSMUSG00000051339,61.57588468,27.92142938,78.09949152,17.57716141,93.24168092,36.78696508,2900026A02Rik,protein_coding,52.53376883,-1.492853177,0.329639582,-4.528743697,5.93E-06,0.001300248
ENSMUSG00000064181,667.5607816,494.7328268,717.4255616,480.0762209,675.1596414,538.5202944,Rab3ip,protein_coding,595.5792211,-0.445509772,0.099295895,-4.486688708,7.23E-06,0.001564058
ENSMUSG00000090061,2122.901929,1728.510988,2236.733112,1952.163489,2666.936753,1587.970659,Nwd2,protein_coding,2049.202822,-0.41508529,0.093077572,-4.45956293,8.21E-06,0.00175233
ENSMUSG00000004110,2108.241004,1132.562979,1977.915029,753.6207953,2333.28881,1293.674939,Cacna1e,protein_coding,1599.883926,-1.01298398,0.227761623,-4.447562181,8.69E-06,0.001808927
ENSMUSG00000053024,1046.79004,698.9082792,1063.424472,794.267981,895.3448156,751.0672038,Cntn2,protein_coding,874.9671318,-0.424275691,0.095403609,-4.447166072,8.70E-06,0.001808927
ENSMUSG00000032076,2064.258229,1653.472146,2004.250904,1640.168874,2519.772172,1773.949205,Cadm1,protein_coding,1942.645255,-0.377533965,0.086901755,-4.344376743,1.40E-05,0.002866981
ENSMUSG00000022206,58.6436997,21.8136167,81.732026,13.18287105,50.55271857,28.61208395,Npr3,protein_coding,42.422836,-1.583914665,0.367449197,-4.310567772,1.63E-05,0.003300684
ENSMUSG00000027750,26.38966486,8.725446681,38.14161214,9.887153291,41.5655686,5.109300706,Postn,protein_coding,21.63645771,-2.159561217,0.506738014,-4.26169176,2.03E-05,0.004061711
ENSMUSG00000029403,164.2023592,86.38192215,160.7396511,71.40721821,157.2751244,107.2953148,Cdkl2,protein_coding,124.550265,-0.861785203,0.203407851,-4.236735204,2.27E-05,0.004484976
ENSMUSG00000061353,44.96016977,2.617634004,37.23347851,9.887153291,24.71466241,10.21860141,Cxcl12,protein_coding,21.60528323,-2.269273556,0.539257683,-4.20814321,2.57E-05,0.005030431
ENSMUSG00000020653,582.527417,472.9192101,570.3079148,409.7675753,703.244485,452.6840425,Klf11,protein_coding,531.9084408,-0.471163275,0.114447178,-4.116862333,3.84E-05,0.00741429
ENSMUSG00000039457,48.86974975,23.55870604,72.65068978,27.4643147,69.65041225,22.48092311,Ppl,protein_coding,44.11246594,-1.381690557,0.336833853,-4.101994334,4.10E-05,0.00774573
ENSMUSG00000070342,153.4510142,216.3910777,100.8028321,204.3345013,94.36507467,191.0878464,Gm10287,lincRNA,160.0720577,0.809892971,0.197470952,4.101327118,4.11E-05,0.00774573
ENSMUSG00000024427,15.63831992,55.84285876,24.5196078,47.23862128,14.6041187,55.18044762,Spry4,protein_coding,35.50399568,1.521331659,0.375573312,4.050691599,5.11E-05,0.009410159
ENSMUSG00000035864,2539.272197,2820.936912,2390.207694,2857.387301,2271.502154,3011.421836,Syt1,protein_coding,2648.454682,0.270508644,0.066743747,4.052943605,5.06E-05,0.009410159
ENSMUSG00000027508,946.1183552,755.6236826,919.0312257,709.6778917,1025.65849,788.876029,Pag1,protein_coding,857.4976124,-0.357204709,0.08906161,-4.010759595,6.05E-05,0.011027557
ENSMUSG00000058420,72.32722963,52.35268009,107.1597674,39.54861316,119.0797371,47.00556649,Syt17,protein_coding,72.91226565,-1.096354745,0.274454531,-3.994668047,6.48E-05,0.01167281
ENSMUSG00000037533,2813.920191,2187.469483,2876.059182,2205.933756,3083.715833,2649.683346,Rapgef6,protein_coding,2636.130298,-0.316902031,0.079797089,-3.971348269,7.15E-05,0.012596838
ENSMUSG00000085057,155.4058042,258.2732218,178.9023236,320.7831956,206.7044493,261.5961961,Gm13415,processed_transcript,230.2775318,0.636537409,0.160228148,3.972694045,7.11E-05,0.012596838
ENSMUSG00000031207,515.0871624,301.9004552,504.0141604,319.6846231,604.3858354,463.9245041,Msn,protein_coding,451.4994567,-0.58081129,0.146910181,-3.953512866,7.70E-05,0.013428264
ENSMUSG00000005148,60.59848969,19.1959827,54.48801734,21.97145176,57.29308105,26.56836367,Klf5,protein_coding,40.01923103,-1.35188549,0.343030984,-3.941001115,8.11E-05,0.013997901
ENSMUSG00000027674,150.5188292,204.1754523,144.3932459,209.8273643,92.11828717,241.1589933,Pex5l,protein_coding,173.6986954,0.752258188,0.191091426,3.936640202,8.26E-05,0.014104566
ENSMUSG00000004891,529.7480873,409.2234494,711.9767599,437.23189,551.5863293,438.3780006,Nes,protein_coding,513.0240861,-0.483739817,0.123148838,-3.928090791,8.56E-05,0.014463133
ENSMUSG00000045613,273.6705986,132.6267896,173.4535219,85.68866185,164.0154869,116.4920561,Chrm2,protein_coding,157.6578525,-0.86414205,0.222011595,-3.892328459,9.93E-05,0.01659828
ENSMUSG00000009734,231.6426138,333.3120632,195.2487288,249.3759774,183.1131806,360.7166298,Pou6f2,protein_coding,258.9015323,0.629781337,0.162577031,3.873741147,0.000107177,0.017734554
ENSMUSG00000027737,13.68352993,41.88214407,18.16267245,59.32291974,4.493574984,30.65580424,Slc7a11,protein_coding,28.0334409,1.831500433,0.47443554,3.860377813,0.000113212,0.018543871
ENSMUSG00000028341,127.0613493,89.87210082,209.7788667,85.68866185,160.6453057,103.2078743,Nr4a3,protein_coding,129.3756931,-0.837612831,0.217133558,-3.857592719,0.000114509,0.01856882
ENSMUSG00000086904,36.16361481,21.8136167,53.57988371,18.67573399,78.63756222,19.41534268,Gm13404,lincRNA,38.04762569,-1.481542914,0.385615986,-3.842016331,0.000122028,0.019400014
ENSMUSG00000020848,118.2647944,57.5879481,96.26216396,40.64718575,123.5733121,72.55207002,Doc2b,protein_coding,84.81457905,-0.979092145,0.255338475,-3.834487317,0.000125826,0.019809728
ENSMUSG00000075015,25.41226987,27.04888471,104.4353666,19.77430658,92.11828717,25.54650353,Gm10801,protein_coding,49.0559364,-1.612045841,0.421723863,-3.822515118,0.000132097,0.020597029
ENSMUSG00000057098,1833.593011,1470.237766,1897.091137,1599.521688,2046.823405,1663.58831,Ebf1,protein_coding,1751.809219,-0.287792864,0.076067477,-3.783389117,0.000154707,0.023892695
ENSMUSG00000030104,419.3024529,350.7629566,443.1692077,327.3746312,526.8716669,324.9515249,Edem1,protein_coding,398.73874,-0.466577604,0.123585835,-3.775332378,0.000159794,0.024445536
ENSMUSG00000092083,416.3702679,287.9397405,434.9960051,274.643147,365.1029675,312.6892032,Kcnb2,protein_coding,348.6235552,-0.476650131,0.126598715,-3.765047152,0.000166518,0.025235984
ENSMUSG00000060548,151.4962242,75.03884146,190.7080607,101.0686781,138.1774308,103.2078743,Tnfrsf19,protein_coding,126.6161849,-0.791087885,0.210991862,-3.7493763,0.000177275,0.0266175
ENSMUSG00000070047,2197.183949,2454.468152,2105.053736,2500.35121,1852.476287,2483.120143,Fat1,protein_coding,2265.442246,0.27215409,0.073264922,3.714657467,0.000203479,0.030271721
ENSMUSG00000031872,276.6027836,158.8031296,231.5740737,145.0115816,222.4319617,177.8036646,Bean1,protein_coding,202.0378658,-0.601366093,0.163033709,-3.688599723,0.000225492,0.032942095
ENSMUSG00000079620,3.90957998,1.745089336,21.79520693,1.098572588,26.9614499,1.021860141,Muc4,protein_coding,9.421959814,-3.741569958,1.01374403,-3.690842901,0.000223512,0.032942095
ENSMUSG00000028530,1418.200138,1105.514095,1239.602394,946.9695707,1269.434933,1081.128029,Jak1,protein_coding,1176.808193,-0.324447448,0.088129241,-3.681496003,0.000231869,0.03357138
ENSMUSG00000036061,589.369182,831.5350687,652.0399408,1153.501217,804.3499221,856.3187983,Smug1,protein_coding,814.5190215,0.47411387,0.129553475,3.659599805,0.000252609,0.036250573
ENSMUSG00000050711,584.482207,479.0270228,526.7175009,307.6003246,745.9334474,465.9682244,Scg2,protein_coding,518.2881212,-0.563536016,0.154292054,-3.65239818,0.000259803,0.036955784
ENSMUSG00000027806,1531.577957,1308.817002,1461.186998,1174.374096,1680.597044,1313.090281,Tsc22d2,protein_coding,1411.60723,-0.298022036,0.081676961,-3.648789483,0.000263479,0.037152815
ENSMUSG00000050663,511.1775824,399.625458,555.7777768,415.2604382,515.6377294,393.4161544,Trhde,protein_coding,465.1491899,-0.390598855,0.107114615,-3.646550514,0.000265784,0.037154805
ENSMUSG00000033910,121.1969794,182.3618356,82.64015963,116.4486943,59.53986854,200.2845877,Gucy1a3,protein_coding,127.0786875,0.920000397,0.253759632,3.625479709,0.000288426,0.039975287
ENSMUSG00000042246,233.5974038,134.3718789,246.1042116,142.8144364,221.308568,183.9348254,Tmc7,protein_coding,193.688554,-0.607567364,0.167975614,-3.616997429,0.00029804,0.040957804
ENSMUSG00000015846,114.3552144,86.38192215,149.8420477,91.18152479,167.3856682,72.55207002,Rxra,protein_coding,113.6164079,-0.785092598,0.217745559,-3.605550454,0.000311492,0.042092947
ENSMUSG00000093721,130.9709293,212.900899,175.2697891,242.7845419,142.6710057,229.9185318,Gm3896,antisense,189.0859495,0.606477465,0.1681663,3.606414988,0.000310457,0.042092947
ENSMUSG00000043639,45.93756476,25.30379538,62.66121994,23.07002434,56.1696873,20.43720282,Rbm20,protein_coding,38.92991576,-1.257258352,0.348964617,-3.602824731,0.000314778,0.042185426
ENSMUSG00000047786,116.3100044,37.51942073,49.0392156,21.97145176,74.14398724,39.85254551,Lix1,protein_coding,56.47277087,-1.261495302,0.350649671,-3.597594422,0.000321174,0.042689805
ENSMUSG00000035133,1463.160308,1260.827045,1506.593679,1169.979806,1671.609894,1346.811666,Arhgap5,protein_coding,1403.163733,-0.295786414,0.082608874,-3.580564638,0.000342853,0.045200783
ENSMUSG00000062098,676.3573365,479.8995675,628.4284666,462.4990595,725.7123599,590.6351616,Btbd3,protein_coding,593.9219919,-0.404441743,0.113188433,-3.573172022,0.000352683,0.046121823
ENSMUSG00000022483,87.96554955,38.3919654,98.07843121,31.85860505,46.05914359,33.72138466,Col2a1,protein_coding,56.01251324,-1.161799574,0.325702127,-3.567061676,0.000361007,0.046832656
ENSMUSG00000039232,0.977394995,8.725446681,1.816267245,14.28144364,1.123393746,22.48092311,Stx11,protein_coding,8.234144902,3.515521872,0.986368815,3.564104845,0.0003651,0.046987792
ENSMUSG00000042436,263.8966486,161.4207636,265.1750177,219.7145176,260.6273491,139.9948393,Mfap4,protein_coding,218.4715227,-0.603743127,0.169587064,-3.560077706,0.000370745,0.047338599
ENSMUSG00000074634,126.0839544,162.2933083,142.5769787,248.2774049,138.1774308,239.115273,Gm7120,protein_coding,176.0873917,0.670642419,0.188618647,3.555546753,0.000377194,0.047785747
ENSMUSG00000029516,270.7384136,167.5285763,289.6946255,119.7444121,202.2108743,192.1097065,Cit,protein_coding,207.0044347,-0.669933602,0.188941643,-3.54571704,0.000391546,0.049219507
ENSMUSG00000060988,672.4477566,560.173677,554.8696432,402.0775672,752.6738098,461.8807838,Galnt13,protein_coding,567.3538729,-0.470580057,0.133262766,-3.531219351,0.000413649,0.051597885
ENSMUSG00000013584,5.86436997,22.68616137,11.80573709,26.36574211,1.123393746,34.7432448,Aldh1a2,protein_coding,17.09810818,2.113750888,0.604098637,3.499016152,0.000466978,0.056637439
ENSMUSG00000021974,286.3767335,192.8323717,307.857298,180.1659044,255.0103803,218.6780702,Fgf9,protein_coding,240.1534597,-0.523197862,0.149384433,-3.502358659,0.000461158,0.056637439
ENSMUSG00000051251,493.5844725,294.9200978,443.1692077,443.8233255,544.8459668,287.1426997,Nhlh1,protein_coding,417.914295,-0.532526426,0.151979726,-3.503930683,0.000458445,0.056637439
ENSMUSG00000056423,158.3379892,82.01919881,118.0573709,53.8300568,147.1645807,101.164154,Uts2b,protein_coding,110.0955584,-0.831911995,0.237796366,-3.498421823,0.00046802,0.056637439
ENSMUSG00000022952,6.841764965,20.94107204,10.89760347,27.4643147,1.123393746,34.7432448,Runx1,protein_coding,17.00189895,2.098453513,0.601672393,3.487701177,0.000487192,0.058520811
ENSMUSG00000018339,176.9084941,116.9209855,174.3616555,105.4629684,152.7815495,100.1422938,Gpx3,protein_coding,137.7629911,-0.64356417,0.185864092,-3.462552456,0.000535078,0.063800135
ENSMUSG00000070469,38.1184048,6.107812677,20.88707331,2.197145176,62.91004978,21.45906296,Adamtsl3,protein_coding,25.27992479,-2.028211678,0.586261553,-3.459567947,0.000541043,0.064040506
ENSMUSG00000022237,10.75134494,16.57834869,0.908133622,27.4643147,0,28.61208395,Ankrd33b,protein_coding,14.05237099,2.61645854,0.757875478,3.452359414,0.000555707,0.064366745
ENSMUSG00000028967,903.1129754,803.6136394,978.9680448,823.9294409,1071.717634,734.7174415,Errfi1,protein_coding,886.0098626,-0.321387799,0.093087107,-3.452548993,0.000555317,0.064366745
ENSMUSG00000030643,596.2109469,473.7917548,583.9299191,436.1333174,597.6454729,482.3179866,Rab30,protein_coding,528.338233,-0.35138424,0.101716172,-3.454556279,0.000551199,0.064366745
ENSMUSG00000032289,291.2637085,181.489291,276.0726212,199.940211,224.6787492,162.4757624,Thsd4,protein_coding,222.6533905,-0.545770563,0.159109893,-3.430148513,0.000603251,0.06937814
ENSMUSG00000024593,247.2809337,140.4796916,261.5424832,142.8144364,144.9177932,116.4920561,Megf10,protein_coding,175.587899,-0.713754823,0.208328109,-3.426109066,0.000612294,0.069922303
